distanza_citta
0 0.295907 1.88806 1.21843 1.79457 1.97457 1.93339 0.229721 1.98902 1.26108 1.40908 1.56511 1.77222 0.627061 0.286003 1.97517 0.944642 1.94208 0.649901 1.98464 0.362452 1.83047 0.680475 0.440232 1.83695 1.82693 1.80015 1.8395 0.824427 0.716455 1.77957 1.98596 1.99966 1.98247 
0.295907 0 1.96489 0.97037 1.6442 1.9058 1.98785 0.521142 1.99809 1.47687 1.18358 1.73211 1.88986 0.901147 0.0100108 1.90695 0.673425 1.85001 0.922597 1.9262 0.64947 1.92955 0.394733 0.146738 1.6997 1.92723 1.6514 1.70312 0.545756 0.432301 1.62494 1.92911 1.97223 1.92155 
1.88806 1.96489 0 1.89915 1.42543 0.951453 0.154541 1.79979 0.45852 1.04946 1.80468 0.65922 0.290499 1.58602 1.963 0.948113 1.97578 1.09169 1.57123 0.888167 1.73724 0.156945 1.99988 1.98697 1.35263 0.165674 1.41648 1.34784 1.99213 1.99909 1.44867 0.878369 0.694238 0.903394 
1.21843 0.97037 1.89915 0 0.885229 1.37215 1.84501 1.39254 1.7048 1.94574 0.252727 1.99971 1.97009 1.65426 0.979111 1.37491 0.324857 1.24898 1.66769 1.42313 1.48568 1.9425 0.606124 0.839446 0.974833 1.94457 0.89661 0.980497 0.456328 0.569421 0.855144 1.43078 1.56339 1.41111 
1.79457 1.6442 1.42543 0.885229 0 0.586398 1.31277 1.88411 1.06583 1.94957 0.65151 1.80819 1.61409 1.9809 1.64988 0.590026 1.16478 0.428577 1.98408 0.654156 1.92486 1.53112 1.38712 1.55622 0.101189 1.53674 0.0127121 0.107673 1.27107 1.3592 0.0334132 0.664467 0.849823 0.638039 
1.97457 1.9058 0.951453 1.37215 0.586398 0 0.812676 1.99802 0.5228 1.73304 1.17729 1.47813 1.19688 1.97469 1.90881 0.00379597 1.59028 0.163035 1.97072 0.0712624 1.99949 1.08657 1.7486 1.85616 0.488905 1.09391 0.574233 0.482607 1.66795 1.72964 0.618261 0.0821756 0.281646 0.0542405 
1.93339 1.98785 0.154541 1.84501 1.31277 0.812676 0 1.86181 0.306725 1.17788 1.73268 0.803153 0.442532 1.67543 1.98672 0.809206 1.9459 0.95894 1.66215 0.747046 1.80862 0.31054 1.9922 1.99864 1.23474 0.319188 1.30315 1.22963 1.97248 1.98844 1.33779 0.736904 0.547231 0.762816 
0.229721 0.521142 1.79979 1.39254 1.88411 1.99802 1.86181 0 1.95182 1.07443 1.56278 1.41173 1.65402 0.404772 0.51147 1.99818 1.14087 1.98411 0.428345 1.99992 0.134135 1.7258 0.891987 0.661406 1.91564 1.72136 1.88833 1.9175 1.02827 0.926189 1.87264 1.99999 1.99064 1.9997 
1.98902 1.99809 0.45852 1.7048 1.06583 0.5228 0.306725 1.95182 0 1.41183 1.55898 1.07456 0.736419 1.82311 1.99851 0.519135 1.85202 0.678427 1.81307 0.453683 1.91816 0.609871 1.94156 1.9863 0.978845 0.618206 1.05505 0.973178 1.89844 1.93199 1.09396 0.44304 0.245737 0.470253 
1.26108 1.47687 1.04946 1.94574 1.94957 1.73304 1.17788 1.07443 1.41183 0 1.98861 0.429644 0.791041 0.710791 1.4701 1.73114 1.84474 1.80865 0.688212 1.69637 0.958874 0.912625 1.714 1.57184 1.9245 0.904823 1.9467 1.92272 1.78884 1.73347 1.95676 1.69056 1.57519 1.70533 
1.40908 1.18358 1.80468 0.252727 0.65151 1.17729 1.73268 1.56278 1.55898 1.98861 0 1.98797 1.91076 1.78304 1.19163 1.18036 0.571624 1.04158 1.79382 1.23415 1.64297 1.86676 0.842106 1.0621 0.746345 1.86989 0.663515 0.752365 0.698731 0.807124 0.619828 1.24273 1.39324 1.2207 
1.56511 1.73211 0.65922 1.99971 1.80819 1.47813 0.803153 1.41173 1.07456 0.429644 1.98797 0 0.377964 1.09579 1.72708 1.47557 1.96764 1.58304 1.07555 1.42919 1.31353 0.509012 1.89538 1.8008 1.76263 0.500538 1.80272 1.75955 1.93922 1.90729 1.82221 1.42152 1.27367 1.44105 
1.77222 1.88986 0.290499 1.97009 1.61409 1.19688 0.442532 1.65402 0.736419 0.791041 1.91076 0.377964 0 1.39223 1.88656 1.19384 1.9999 1.32352 1.37483 1.13903 1.57488 0.134322 1.98187 1.93279 1.55227 0.125584 1.60655 1.54816 1.99675 1.98666 1.63359 1.13004 0.959311 1.15299 
0.627061 0.901147 1.58602 1.65426 1.9809 1.97469 1.67543 0.404772 1.82311 0.710791 1.78304 1.09579 1.39223 0 0.892198 1.97408 1.44972 1.99397 0.0241011 1.96213 0.272502 1.48552 1.23581 1.02972 1.99232 1.47964 1.98262 1.99287 1.35416 1.26578 1.97602 1.95999 1.91034 1.96536 
0.286003 0.0100108 1.963 0.979111 1.64988 1.90881 1.98672 0.51147 1.99851 1.4701 1.19163 1.72708 1.88656 0.892198 0 1.90994 0.682843 1.85379 0.913704 1.92887 0.639993 1.92689 0.404542 0.15672 1.70496 1.92453 1.65703 1.70834 0.55538 0.44207 1.63076 1.93173 1.97386 1.9243 
1.97517 1.90695 0.948113 1.37491 0.590026 0.00379597 0.809206 1.99818 0.519135 1.73114 1.18036 1.47557 1.19384 1.97408 1.90994 0 1.59257 0.166818 1.97007 0.0674687 1.9994 1.08338 1.75044 1.85757 0.492585 1.09073 0.577868 0.48629 1.67004 1.73154 0.62187 0.0783827 0.277888 0.0504458 
0.944642 0.673425 1.97578 0.324857 1.16478 1.59028 1.9459 1.14087 1.85202 1.84474 0.571624 1.96764 1.9999 1.44972 0.682843 1.59257 0 1.48611 1.46622 1.63248 1.24847 1.99404 0.288495 0.533441 1.24554 1.9947 1.17509 1.25062 0.13398 0.250447 1.13745 1.63877 1.74523 1.62258 
1.94208 1.85001 1.09169 1.24898 0.428577 0.163035 0.95894 1.98411 0.678427 1.80865 1.04158 1.58304 1.32352 1.99397 1.85379 0.166818 1.48611 0 1.99196 0.233957 1.99652 1.21983 1.66364 1.78927 0.329189 1.22676 0.416151 0.322783 1.57244 1.64202 0.461154 0.2448 0.442119 0.217035 
0.649901 0.922597 1.57123 1.66769 1.98408 1.97072 1.66215 0.428345 1.81307 0.688212 1.79382 1.07555 1.37483 0.0241011 0.913704 1.97007 1.46622 1.99196 0 1.95732 0.296358 1.46928 1.25467 1.0503 1.99428 1.46332 1.98564 1.99476 1.3718 1.28434 1.9796 1.95505 1.90307 1.96075 
1.98464 1.9262 0.888167 1.42313 0.654156 0.0712624 0.747046 1.99992 0.453683 1.69637 1.23415 1.42919 1.13903 1.96213 1.92887 0.0674687 1.63248 0.233957 1.95732 0 1.99661 1.02605 1.78208 1.88152 0.557695 1.03356 0.64213 0.551457 1.70622 1.76432 0.68564 0.0109212 0.210915 0.0170302 
0.362452 0.64947 1.73724 1.48568 1.92486 1.99949 1.80862 0.134135 1.91816 0.958874 1.64297 1.31353 1.57488 0.272502 0.639993 1.9994 1.24847 1.99652 0.296358 1.99661 0 1.65412 1.01003 0.786505 1.94987 1.64918 1.92828 1.95131 1.141 1.04299 1.91552 1.99594 1.9732 1.99753 
1.83047 1.92955 0.156945 1.9425 1.53112 1.08657 0.31054 1.7258 0.609871 0.912625 1.86676 0.509012 0.134322 1.48552 1.92689 1.08338 1.99404 1.21983 1.46928 1.02605 1.65412 0 1.99544 1.96295 1.46406 0.00875733 1.52291 1.45963 1.9999 1.99766 1.55241 1.01666 0.839283 1.04063 
0.680475 0.394733 1.99988 0.606124 1.38712 1.7486 1.9922 0.891987 1.94156 1.714 0.842106 1.89538 1.98187 1.23581 0.404542 1.75044 0.288495 1.66364 1.25467 1.78208 1.01003 1.99544 0 0.249818 1.45824 1.99483 1.39625 1.46267 0.155269 0.0383963 1.36285 1.78701 1.86788 1.77428 
0.440232 0.146738 1.98697 0.839446 1.55622 1.85616 1.99864 0.661406 1.9863 1.57184 1.0621 1.8008 1.93279 1.02972 0.15672 1.85757 0.533441 1.78927 1.0503 1.88152 0.786505 1.96295 0.249818 0 1.61779 1.96126 1.56417 1.6216 0.403116 0.287867 1.53502 1.88519 1.94254 1.87568 
1.83695 1.6997 1.35263 0.974833 0.101189 0.488905 1.23474 1.91564 0.978845 1.9245 0.746345 1.76263 1.55227 1.99232 1.70496 0.492585 1.24554 0.329189 1.99428 0.557695 1.94987 1.46406 1.45824 1.61779 0 1.47001 0.0884911 0.00649299 1.34757 1.43169 0.134545 0.568175 0.757135 0.54132 
1.82693 1.92723 0.165674 1.94457 1.53674 1.09391 0.319188 1.72136 0.618206 0.904823 1.86989 0.500538 0.125584 1.47964 1.92453 1.09073 1.9947 1.22676 1.46332 1.03356 1.64918 0.00875733 1.99483 1.96126 1.47001 0 1.52858 1.4656 1.99997 1.99722 1.55791 1.02419 0.847224 1.0481 
1.80015 1.6514 1.41648 0.89661 0.0127121 0.574233 1.30315 1.88833 1.05505 1.9467 0.663515 1.80272 1.60655 1.98262 1.65703 0.577868 1.17509 0.416151 1.98564 0.64213 1.92828 1.52291 1.39625 1.56417 0.0884911 1.52858 0 0.0949772 1.28086 1.3685 0.0461228 0.652464 0.838298 0.625978 
1.8395 1.70312 1.34784 0.980497 0.107673 0.482607 1.22963 1.9175 0.973178 1.92272 0.752365 1.75955 1.54816 1.99287 1.70834 0.48629 1.25062 0.322783 1.99476 0.551457 1.95131 1.45963 1.46267 1.6216 0.00649299 1.4656 0.0949772 0 1.35236 1.43622 0.141023 0.561947 0.751121 0.535067 
0.824427 0.545756 1.99213 0.456328 1.27107 1.66795 1.97248 1.02827 1.89844 1.78884 0.698731 1.93922 1.99675 1.35416 0.55538 1.67004 0.13398 1.57244 1.3718 1.70622 1.141 1.9999 0.155269 0.403116 1.34757 1.99997 1.28086 1.35236 0 0.11696 1.2451 1.71189 1.80674 1.69727 
0.716455 0.432301 1.99909 0.569421 1.3592 1.72964 1.98844 0.926189 1.93199 1.73347 0.807124 1.90729 1.98666 1.26578 0.44207 1.73154 0.250447 1.64202 1.28434 1.76432 1.04299 1.99766 0.0383963 0.287867 1.43169 1.99722 1.3685 1.43622 0.11696 0 1.3345 1.76943 1.85381 1.75623 
1.77957 1.62494 1.44867 0.855144 0.0334132 0.618261 1.33779 1.87264 1.09396 1.95676 0.619828 1.82221 1.63359 1.97602 1.63076 0.62187 1.13745 0.461154 1.9796 0.68564 1.91552 1.55241 1.36285 1.53502 0.134545 1.55791 0.0461228 0.141023 1.2451 1.3345 0 0.69589 0.879951 0.669617 
1.98596 1.92911 0.878369 1.43078 0.664467 0.0821756 0.736904 1.99999 0.44304 1.69056 1.24273 1.42152 1.13004 1.95999 1.93173 0.0783827 1.63877 0.2448 1.95505 0.0109212 1.99594 1.01666 1.78701 1.88519 0.568175 1.02419 0.652464 0.561947 1.71189 1.76943 0.69589 0 0.200052 0.0279507 
1.99966 1.97223 0.694238 1.56339 0.849823 0.281646 0.547231 1.99064 0.245737 1.57519 1.39324 1.27367 0.959311 1.91034 1.97386 0.277888 1.74523 0.442119 1.90307 0.210915 1.9732 0.839283 1.86788 1.94254 0.757135 0.847224 0.838298 0.751121 1.80674 1.85381 0.879951 0.200052 0 0.227843 
1.98247 1.92155 0.903394 1.41111 0.638039 0.0542405 0.762816 1.9997 0.470253 1.70533 1.2207 1.44105 1.15299 1.96536 1.9243 0.0504458 1.62258 0.217035 1.96075 0.0170302 1.99753 1.04063 1.77428 1.87568 0.54132 1.0481 0.625978 0.535067 1.69727 1.75623 0.669617 0.0279507 0.227843 0 
