# X: Y:
1 1 0
2 0.999998 0.00179804
3 0.98231 0.187262
4 0.785095 0.619375
5 0.717473 0.696586
6 0.46452 0.885562
7 0.170698 0.985323
8 0.129317 0.991603
9 -0.0807072 0.996738
10 -0.329985 0.943986
11 -0.503932 0.863744
12 -0.876115 0.482102
13 -0.876555 0.481302
14 -0.880287 0.474442
15 -0.952668 0.304012
16 -0.999998 0.00213678
17 -0.966304 -0.257404
18 -0.931584 -0.363526
19 -0.862799 -0.505548
20 -0.335072 -0.942193
21 -0.180792 -0.983521
22 -0.103139 -0.994667
23 -0.0667876 -0.997767
24 0.189935 -0.981797
25 0.486565 -0.873644
26 0.706589 -0.707624
27 0.706808 -0.707406
28 0.728384 -0.685169
29 0.746933 -0.664899
30 0.967378 -0.253339
31 0.97095 -0.239281
32 0.975392 -0.220479
33 0.985853 -0.167614
34 0.99386 -0.110649
