# X: Y:
1 0.767474 0.287732
2 0.466384 -0.659884
3 0.856417 0.799986
4 0.156744 0.194872
5 -0.842593 0.918322
6 0.952091 0.919022
7 -0.872064 0.323561
8 -0.368754 0.810568
9 0.0129353 0.872832
10 -0.526239 -0.7881
11 -0.022169 -0.0671054
12 -0.590579 0.948059
13 0.0373438 0.303742
14 -0.907795 0.798915
15 -0.849047 -0.443468
16 -0.056052 -0.090547
17 -0.222764 -0.315886
18 0.000758026 -0.505288
19 -0.977808 0.912948
20 -0.61984 0.772495
21 0.191372 -0.94891
22 -0.377286 -0.261719
23 0.909762 0.860056
24 -0.259982 0.975811
25 0.792118 -0.0372239
26 0.650364 -0.220996
27 0.652445 -0.627534
28 -0.629626 0.864214
29 -0.905277 0.797059
30 0.859482 -0.893229
31 0.625456 -0.297216
32 0.225708 0.0853167
33 -0.292678 -0.717387
34 0.974539 0.616988
