# X: Y:
1 1 0
2 0.990392 0.138292
3 0.944629 0.32814
4 0.931794 0.362988
5 0.847512 0.530776
6 0.717473 0.696586
7 0.648261 0.761419
8 0.488705 0.872449
9 0.182607 0.983186
10 -0.115414 0.993317
11 -0.635381 0.772199
12 -0.677597 0.735433
13 -0.817728 0.575605
14 -0.988864 0.14882
15 -0.998704 -0.0508994
16 -0.862943 -0.505301
17 -0.751019 -0.66028
18 -0.7017 -0.712473
19 -0.541454 -0.840731
20 -0.443415 -0.896316
21 -0.409985 -0.912092
22 -0.344668 -0.938725
23 -0.342821 -0.939401
24 -0.329266 -0.944237
25 -0.211419 -0.977396
26 -0.195833 -0.980637
27 -0.164868 -0.986316
28 -0.0915659 -0.995799
29 0.126673 -0.991945
30 0.177694 -0.984086
31 0.772102 -0.635499
32 0.830224 -0.557429
33 0.961906 -0.273382
34 0.99533 -0.0965318
