# X: Y:
1 1 0
2 0.970974 0.239185
3 0.861336 0.508035
4 0.846925 0.531712
5 0.717473 0.696586
6 0.442412 0.896812
7 0.29768 0.954666
8 0.233627 0.972326
9 0.206672 0.97841
10 -0.299655 0.954048
11 -0.422756 0.906243
12 -0.487506 0.87312
13 -0.493932 0.869501
14 -0.557194 0.830382
15 -0.73499 0.678078
16 -0.921465 0.388462
17 -0.938121 0.346308
18 -0.967005 0.254756
19 -0.999928 0.0120244
20 -0.999421 -0.0340105
21 -0.923643 -0.383253
22 -0.903966 -0.427605
23 -0.857433 -0.514596
24 -0.683765 -0.729703
25 -0.649312 -0.760522
26 -0.323248 -0.946314
27 -0.197482 -0.980306
28 -0.0221392 -0.999755
29 0.0366776 -0.999327
30 0.0720465 -0.997401
31 0.94327 -0.332027
32 0.949718 -0.313105
33 0.983089 -0.183128
34 0.999193 -0.0401694
