# X: Y:
1 1 0
2 0.994097 0.108496
3 0.991194 0.13242144 0.918643 0.39508855 0.857503 0.51447866 0.717473 0.69658677 0.490951 0.87118788 0.482205 0.87605899 0.34881 0.937194
10 0.105631 0.994405
11 0.067379 0.997727
12 -0.0495759 0.99877
13 -0.182645 0.983179
14 -0.488159 0.872755
15 -0.581943 0.81323
16 -0.866666 0.49889
17 -0.887591 0.460633
18 -0.947365 0.320154
19 -0.994244 -0.107138
20 -0.710224 -0.703975
21 -0.630744 -0.775991
22 -0.432262 -0.901748
23 -0.379817 -0.925061
24 -0.31614 -0.948713
25 -0.223569 -0.974688
26 -0.215095 -0.976593
27 -0.00362325 -0.999993
28 0.314854 -0.94914
29 0.518815 -0.854887
30 0.78844 -0.615112
31 0.875564 -0.483102
32 0.930415 -0.366508
33 0.982919 -0.184041
334 0.828785 -0.559567
10649

