# X: Y:
1 -0.702224 0.675413
2 0.954038 -0.679772
3 0.704713 -0.184023
4 0.685696 -0.128359
5 0.0160308 -0.789158
6 0.16532 0.552981
7 -0.735503 0.198781
8 0.808513 -0.970893
9 0.737505 0.0657774
10 -0.222337 -0.308099
11 -0.426772 0.620848
12 -0.783773 -0.715996
13 -0.306235 0.625731
14 -0.0527267 -0.744636
15 -0.102635 -0.669694
16 -0.368508 0.52159
17 -0.300481 0.940293
18 0.878655 0.751433
19 -0.602178 0.846867
20 0.0848193 -0.738037
21 -0.697114 0.305257
22 -0.0535137 0.188716
23 -0.345378 0.0742376
24 -0.633875 0.156261
25 0.0196623 0.121708
26 -0.943064 -0.278173
27 0.593975 -0.648706
28 -0.612847 -0.89211
29 -0.470331 -0.412864
30 0.246584 -0.926587
31 0.943897 -0.368151
32 0.904129 -0.720128
33 0.490541 -0.363107
34 0.450711 -0.543247
