# X: Y:
1 -0.359988 -0.955665
2 0.3566 0.445404
3 -0.581436 0.559608
4 -0.690304 0.368216
5 -0.93803 0.935129
6 -0.0610884 -0.342157
7 0.802221 0.249508
8 -0.851722 0.405591
9 -0.82413 0.288049
10 0.766665 -0.967301
11 -0.13167 -0.823955
12 -0.799622 0.0254486
13 0.595094 0.317258
14 -0.632202 0.859196
15 -0.761292 -0.881676
16 0.813065 -0.506226
17 0.88632 -0.732926
18 -0.937862 -0.45899
19 0.25968 0.967414
20 -0.551867 0.264904
21 -0.471796 0.113146
22 0.055563 0.417822
23 0.688974 -0.556947
24 -0.311062 0.420712
25 -0.559109 0.732409
26 -0.252882 -0.121743
27 -0.558455 -0.548061
28 -0.220163 0.63501
29 -0.504809 -0.588172
30 0.828809 0.717218
31 -0.12847 -0.00921775
32 0.236927 -0.803761
33 -0.296809 0.851062
34 -0.417998 -0.680487
