# X: Y:
1 1 0
2 0.995544 0.0942977
3 0.987937 0.154855
4 0.92114 0.38923
5 0.856841 0.515581
6 0.800957 0.598722
7 0.736953 0.675944
8 0.717473 0.696586
9 0.622228 0.782836
10 0.621687 0.783266
11 -0.154466 0.987998
12 -0.166467 0.986047
13 -0.17002 0.985441
14 -0.510062 0.860138
15 -0.581943 0.81323
16 -0.866666 0.49889
17 -0.887591 0.460633
18 -0.947365 0.320154
19 -0.994244 -0.107138
20 -0.710224 -0.703975
21 -0.630744 -0.775991
22 -0.432262 -0.901748
23 -0.379817 -0.925061
24 -0.31614 -0.948713
25 -0.223569 -0.974688
26 -0.215095 -0.976593
27 -0.00362325 -0.999993
28 0.314854 -0.94914
29 0.518815 -0.854887
30 0.78844 -0.615112
31 0.875564 -0.483102
32 0.930415 -0.366508
33 0.982919 -0.184041
34 0.999318 -0.0369286
