# X: Y:
1 0.463686 0.619507
2 0.667783 -0.973004
3 0.315507 -0.219842
4 -0.498059 0.0712322
5 -0.452188 -0.121924
6 0.505889 -0.0145626
7 -0.232251 0.766739
8 0.937395 0.826528
9 -0.378946 -0.223854
10 -0.470027 -0.820189
11 0.884703 -0.303823
12 0.132769 0.047214
13 -0.426965 -0.310013
14 -0.58356 -0.176514
15 -0.0576591 -0.225469
16 0.239636 0.787664
17 -0.998227 -0.873909
18 0.0525534 -0.113455
19 -0.340006 -0.294099
20 0.366784 0.816413
21 -0.414081 -0.339867
22 -0.93313 -0.344329
23 -0.695184 0.547524
24 0.338909 0.0134686
25 0.491731 -0.582642
26 0.34275 0.59965
27 0.804063 0.643238
28 -0.507997 -0.63642
29 0.293175 0.569615
30 0.302896 0.280356
31 -0.732582 0.616366
32 -0.860852 0.181821
33 -0.300052 -0.507784
34 -0.336965 -0.251689
